id,posttypeid,acceptedanswerid,creationdate,score,viewcount,body,owneruserid,lasteditoruserid,lasteditordisplayname,lasteditdate,lastactivitydate,title,tags,answercount,commentcount,favoritecount,communityowneddate
838,2,,2008-08-03T21:31:40.187,13,,"<p>If you expect infrequent collisions, <a href=""http://msdn.microsoft.com/en-us/library/aa0416cz.aspx"" rel=""noreferrer"">Optimistic Concurrency</a> is probably your best bet.</p>

<p>Scott Mitchell wrote a comprehensive tutorial on implementing that pattern:<br>
<a href=""http://www.asp.net/Learn/data-access/tutorial-21-cs.aspx"" rel=""noreferrer"">Implementing Optimistic Concurrency</a></p>
",60,,user1873471,2013-01-28T04:20:13.590,2013-01-28T04:20:13.590,,,,1,,
840,2,,2008-08-03T21:36:25.890,1,,"<p>The best I could come up with is to produce a matrix of sums of each pair, and then merge the rows together, a-la merge sort.  I feel like I'm missing some simple insight that will reveal a much more efficient solution.</p>

<p>My algorithm, in Haskell:</p>

<pre><code>matrixOfSums list = [[a+b | b &lt;- list, b &gt;= a] | a &lt;- list]

sortedSums = foldl merge [] matrixOfSums

--A normal merge, save that we remove duplicates
merge xs [] = xs
merge [] ys = ys
merge (x:xs) (y:ys) = case compare x y of
    LT -&gt; x:(merge xs (y:ys))
    EQ -&gt; x:(merge xs (dropWhile (==x) ys))
    GT -&gt; y:(merge (x:xs) ys)
</code></pre>

<p>I found a minor improvement, one that's more amenable to lazy stream-based coding.  Instead of merging the columns pair-wise, merge all of them at once.  The advantage being that you start getting elements of the list immediately.</p>

<pre><code>-- wide-merge does a standard merge (ala merge-sort) across an arbitrary number of lists
-- wideNubMerge does this while eliminating duplicates
wideNubMerge :: Ord a =&gt; [[a]] -&gt; [a]
wideNubMerge ls = wideNubMerge1 $ filter (/= []) ls
wideNubMerge1 [] = []
wideNubMerge1 ls = mini:(wideNubMerge rest)
    where mini = minimum $ map head ls
          rest = map (dropWhile (== mini)) ls

betterSortedSums = wideNubMerge matrixOfSums
</code></pre>

<p>However, if you know you're going to use all of the sums, and there's no advantage to getting some of them earlier, go with '<code>foldl merge []</code>', as it's faster.</p>
",101,101,Peter Burns,2008-08-06T18:56:00.657,2008-08-06T18:56:00.657,,,,1,,
845,1,849,2008-08-03T21:42:37.903,117,44525,"<p>Suppose I have the following CSS rule in my page:</p>

<pre class=""lang-css prettyprint-override""><code>body {
    font-family: Calibri, Trebuchet MS, Helvetica, sans-serif;
}
</code></pre>

<p>How can I detect which one of the defined fonts was used in the user's browser?</p>

<p><strong>Edit for people wondering why I want to do this:</strong> The font I'm detecting contains glyph's that are not available in other fonts and when the user does not have the font I want to display a link asking the user to download that font so they can use my web application with the correct font.</p>

<p>Currently I am displaying the download font link for all users, I want to only display this for people who do not have the correct font installed.</p>
",238,10757987,user5857081,2019-01-02T19:19:09.173,2019-01-02T19:19:09.173,How to detect which one of the defined font was used in a web page?,<javascript><html><css><fonts>,11,2,14,
849,2,,2008-08-03T21:51:44.360,64,,"<p>I've seen it done in a kind of iffy, but pretty reliable way.  Basically, an element is set to use a specific font and a string is set to that element.  If the font set for the element does not exist, it takes the font of the parent element.  So, what they do is measure the width of the rendered string.  If it matches what they expected for the desired font as opposed to the derived font, it's present.</p>

<p>Here's where it came from:
<a href=""http://ajaxian.com/archives/javascriptcss-font-detector"" rel=""noreferrer"">Javascript/CSS Font Detector (ajaxian.com; 12 Mar 2007)</a></p>
",93,367456,,2012-01-26T11:01:45.887,2012-01-26T11:01:45.887,,,,1,,
855,1,858,2008-08-03T22:03:37.567,15,2952,"<p>Is there an easy way to produce MSDN-style documentation from the Visual Studio XML output?<br>
I'm not patient enough to set up a good xslt for it because I know I'm not the first person to cross this bridge.  </p>

<p>Also, I tried setting up sandcastle recently, but it really made my eyes cross.  Either I was missing something important in the process or it is just way too involved.</p>

<p>I know somebody out there has a really nice dead-simple solution.</p>

<p>I'm reiterating here because I think my formatting made that paragraph non-inviting to read:</p>

<blockquote>
  <p>I gave sandcastle a try but had a really hard time getting it set up.
  What I really have in mind is something much simpler.</p>
</blockquote>

<p>That is, unless I just don't understand the sandcastle process.  It seemed like an awful lot of extra baggage to me just to produce something nice for the testers to work with.</p>
",93,2778810,Scott Dorman,2014-06-25T19:54:59.043,2014-06-25T19:54:59.043,.Net XML comment into API Documentation,<visual-studio><xslt><documentation><sandcastle><xml-comments>,6,0,3,
858,2,,2008-08-03T22:12:52.820,9,,"<p>You're looking for Sandcastle</p>

<p>Project Page: <a href=""http://www.codeplex.com/Sandcastle/Release/ProjectReleases.aspx"" rel=""nofollow noreferrer"">Sandcastle Releases</a></p>

<p>Blog: <a href=""http://blogs.msdn.com/sandcastle/default.aspx"" rel=""nofollow noreferrer"">Sandcastle Blog</a></p>

<p><a href=""http://ndoc.sourceforge.net"" rel=""nofollow noreferrer"">NDoc Code Documentation Generator for .NET</a> used to be the tool of choice, but support has all but stopped.</p>
",34,,user1873471,2013-01-28T03:56:05.070,2013-01-28T03:56:05.070,,,,1,,
859,2,,2008-08-03T22:14:55.453,5,,"<p>Have a look at <a href=""http://blogs.msdn.com/sandcastle/"" rel=""noreferrer"">Sandcastle</a>, which does exactly that. It's also one of the more simpler solutions out there, and it's more or less the tool of choice, so in the long run, maybe we could help you to set up Sandcastle if you specify what issues you encountered during setup?</p>
",91,91,Michael Stum,2008-08-03T22:24:57.820,2008-08-03T22:24:57.820,,,,0,,
870,2,,2008-08-03T22:34:06.380,1,,"<p>Despite what the <a href=""http://msdn.microsoft.com/en-us/library/x6kd89c5(VS.80).aspx"" rel=""nofollow noreferrer"">MSDN article</a>  says about User/Machine Hive, it doesn't write to HKEY_USERS. Rather it writes to HKCU if you select Just Me and HKLM if you select everyone.</p>

<p>So my solution is going to be to use the User/Machine Hive, and then in the application it checks if the registry entries are in HKCU and if not, copies them from HKLM. I know this probably isn't the most ideal way of doing it, but it has the least amount of changes.</p>
",233,1997093,,2016-12-20T07:01:00.023,2016-12-20T07:01:00.023,,,,0,,
871,1,875,2008-08-03T22:38:29.040,393,850548,"<p>I've been using <a href=""http://en.wikipedia.org/wiki/Apache_Subversion"" rel=""nofollow noreferrer"">Subversion</a> for a few years and after using <a href=""http://en.wikipedia.org/wiki/Microsoft_Visual_SourceSafe"" rel=""nofollow noreferrer"">SourceSafe</a>, I just love Subversion.  Combined with <a href=""http://en.wikipedia.org/wiki/TortoiseSVN"" rel=""nofollow noreferrer"">TortoiseSVN</a>, I can't really imagine how it could be any better.  </p>

<p>Yet there's a growing number of developers claiming that Subversion has problems and that we should be moving to the new breed of distributed version control systems, such as <a href=""http://git.or.cz/"" rel=""nofollow noreferrer"" title=""Git Distributed Version Control System"">Git</a>.  </p>

<p>How does Git improve upon Subversion?</p>
",203,63550,Jon Limjap,2010-07-23T10:24:35.053,2011-10-25T06:30:09.073,Why is Git better than Subversion?,<svn><git>,30,0,968,2011-05-18T15:58:09.637
873,2,,2008-08-03T22:44:26.203,54,,"<p>Google Tech Talk: Linus Torvalds on git</p>

<p><a href=""http://www.youtube.com/watch?v=4XpnKHJAok8"" rel=""nofollow noreferrer"">http://www.youtube.com/watch?v=4XpnKHJAok8</a></p>

<p>The Git Wiki's comparison page</p>

<p><a href=""http://git.or.cz/gitwiki/GitSvnComparsion"" rel=""nofollow noreferrer"">http://git.or.cz/gitwiki/GitSvnComparsion</a></p>
",150,,,,2008-08-03T22:44:26.203,,,,4,,2011-05-18T15:58:09.637
875,2,,2008-08-03T22:45:44.533,548,,"<p>Git is not better than Subversion. But is also not worse. It's different.</p>

<p>The key difference is that it is decentralized. Imagine you are a developer on the road, you develop on your laptop and you want to have source control so that you can go back 3 hours.</p>

<p>With Subversion, you have a Problem: The SVN Repository may be in a location you can't reach (in your company, and you don't have internet at the moment), you cannot commit. If you want to make a copy of your code, you have to literally copy/paste it.</p>

<p>With Git, you do not have this problem. Your local copy is a repository, and you can commit to it and get all benefits of source control. When you regain connectivity to the main repository, you can commit against it.</p>

<p>This looks good at first, but just keep in mind the added complexity to this approach.</p>

<p>Git seems to be the ""new, shiny, cool"" thing. It's by no means bad (there is a reason Linus wrote it for the Linux Kernel development after all), but I feel that many people jump on the ""Distributed Source Control"" train just because it's new and is written by Linus Torvalds, without actually knowing why/if it's better.</p>

<p>Subversion has Problems, but so does Git, Mercurial, CVS, TFS or whatever.</p>

<p><strong>Edit:</strong> So this answer is now a year old and still generates many upvotes, so I thought I'll add some more explanations. In the last year since writing this, Git has gained a lot of momentum and support, particularly since sites like GitHub really took off. I'm using both Git and Subversion nowadays and I'd like to share some personal insight.</p>

<p>First of all, Git can be really confusing at first when working decentralized. What is a remote? and How to properly set up the initial repository? are two questions that come up at the beginning, especially compared to SVN's simple ""svnadmin create"", Git's ""git init"" can take the parameters --bare and --shared which seems to be the ""proper"" way to set up a centralized repository. There are reasons for this, but it adds complexity. The documentation of the ""checkout"" command is very confusing to people changing over - the ""proper"" way seems to be ""git clone"", while ""git checkout"" seems to switch branches.</p>

<p>Git REALLY shines when you are decentralized. I have a server at home and a Laptop on the road, and SVN simply doesn't work well here. With SVN, I can't have local source control if I'm not connected to the repository (Yes, I know about SVK or about ways to copy the repo). With Git, that's the default mode anyway. It's an extra command though (git commit commits locally, whereas git push origin master pushes the master branch to the remote named ""origin"").</p>

<p>As said above: Git adds complexity. Two modes of creating repositories, checkout vs. clone, commit vs. push... You have to know which commands work locally and which work with ""the server"" (I'm assuming most people still like a central ""master-repository"").</p>

<p>Also, the tooling is still insufficient, at least on Windows. Yes, there is a Visual Studio AddIn, but I still use git bash with msysgit.</p>

<p>SVN has the advantage that it's MUCH simpler to learn: There is your repository, all changes to towards it, if you know how to create, commit and checkout and you're ready to go and can pickup stuff like branching, update etc. later on.</p>

<p>Git has the advantage that it's MUCH better suited if some developers are not always connected to the master repository. Also, it's much faster than SVN. And from what I hear, branching and merging support is a lot better (which is to be expected, as these are the core reasons it was written).</p>

<p>This also explains why it gains so much buzz on the Internet, as Git is perfectly suited for Open Source projects: Just Fork it, commit your changes to your own Fork, and then ask the original project maintainer to pull your changes. With Git, this just works. Really, try it on Github, it's magic.</p>

<p>What I also see are Git-SVN Bridges: The central repository is a Subversion repo, but developers locally work with Git and the bridge then pushes their changes to SVN.</p>

<p>But even with this lengthy addition, I still stand by my core message: Git is not better or worse, it's just different. If you have the need for ""Offline Source Control"" and the willingness to spend some extra time learning it, it's fantastic. But if you have a strictly centralized Source Control and/or are struggling to introduce Source Control in the first place because your co-workers are not interested, then the simplicity and excellent tooling (at least on Windows) of SVN shine.</p>
",91,91,,2009-12-28T04:45:25.160,2009-12-28T04:45:25.160,,,,27,,2011-05-18T15:58:09.637
